Name & SERP Title,Slug,Collection ID,Item ID,Created On,Updated On,Published On,Intro & SERP Meta Description,directmp3link,Publication date,Season,Episode ID - short,Overall episode number,Bonus episode?,Main image,Shownotes/ extra info,Youtube Embed code,All guests (incl main guest),Transcript,Featured (popular)
Cómo la PYME española se enfrenta al e-commerce,como-la-pyme-espanola-se-enfrenta-al-e-commerce,5faaf2006f511c11f5933cc3,614100c41f1ef422fda43114,Tue Sep 14 2021 20:06:28 GMT+0000 (Coordinated Universal Time),Tue Sep 14 2021 20:06:28 GMT+0000 (Coordinated Universal Time),Tue Sep 14 2021 20:06:41 GMT+0000 (Coordinated Universal Time),Dos invitados por el precio de uno para hablar de su libro sobre e-commerce y de como las PYMEs españolas se enfrentan al reto de vender online.,https://chrt.fm/track/D992D/media.transistor.fm/75964546/608b0b17.mp3,Wed Sep 15 2021 00:00:00 GMT+0000 (Coordinated Universal Time),1,,20,false,https://uploads-ssl.webflow.com/5faaf2006f511cf514933cbd/6140ff0bd3085d7aa02ad46b_ruben-baston.jpg,"<ul><li><a href=""https://www.linkedin.com/in/rubenbaston/"">https://www.linkedin.com/in/rubenbaston/</a></li><li><a href=""https://www.linkedin.com/in/antoniofagundo/"">https://www.linkedin.com/in/antoniofagundo/</a></li><li><a href=""https://marketing4ecommerce.net/"">https://marketing4ecommerce.net/</a></li><li><a href=""https://www.masaltos.com/es/"">https://www.masaltos.com/es/</a></li></ul>",,ruben-baston,,false
¿Cómo medir la UX? KPIs que nos ayudan a cuantificar el diseño,como-medir-la-ux-kpis-que-nos-ayudan-a-cuantificar-el-diseno,5faaf2006f511c11f5933cc3,628d3a4e81d2dabea8483bd9,Tue May 24 2022 20:04:30 GMT+0000 (Coordinated Universal Time),Tue May 24 2022 20:05:13 GMT+0000 (Coordinated Universal Time),Tue May 31 2022 08:20:30 GMT+0000 (Coordinated Universal Time),"¿Se puede medir la experiencia de usuario, el diseño? Sí, se puede. Y en este episodio hablamos de cómo hacerlo.",https://chrt.fm/track/D992D/media.transistor.fm/1b5c934d/5372db34.mp3,Wed May 25 2022 00:00:00 GMT+0000 (Coordinated Universal Time),2,57,57,true,https://uploads-ssl.webflow.com/5faaf2006f511cf514933cbd/615cb74cc3a45fc66f59a422_Ricardo-Tayar-BN-140x140.jpg,"<ul><li><a href=""https://ricardotayar.com/"">ricardotayar.com</a></li><li><a href=""https://twitter.com/rtayar"">@rtayar</a></li><li><a href=""https://www.linkedin.com/in/ricardotayar/"">LinkedIn</a></li></ul>",,ricardo-tayar-lopez,,false
"Cómo resolver problemas complejos, ¿eso qué es y cómo y para qué se hace?",como-resolver-problemas-complejos-eso-que-es-y-como-y-para-que-se-hace,5faaf2006f511c11f5933cc3,6227c44b0485ee0d6250e876,Tue Mar 08 2022 21:02:03 GMT+0000 (Coordinated Universal Time),Tue Mar 08 2022 21:02:03 GMT+0000 (Coordinated Universal Time),Tue Mar 08 2022 21:02:12 GMT+0000 (Coordinated Universal Time),"En este episodio hablamos con Javier G. Recuenco sobre CPS, o Complex Problem Solving, el arte de resolver problemas complejos, que puede ayudarnos mucho.",https://chrt.fm/track/D992D/media.transistor.fm/894d9b6d/068360c6.mp3,Wed Mar 09 2022 00:00:00 GMT+0000 (Coordinated Universal Time),2,,51,false,https://uploads-ssl.webflow.com/5faaf2006f511cf514933cbd/6227c354181bb7465d720e19_javierGrecuenco-200-BN.jpg,"<ul><li><a href=""https://singularsolving.com/"">https://singularsolving.com/</a></li><li><a href=""https://www.linkedin.com/in/javier-g-recuenco-70a708"">https://www.linkedin.com/in/javier-g-recuenco-70a708</a></li><li><a href=""https://twitter.com/Recuenco"">https://twitter.com/Recuenco</a></li></ul>",,javier-g-recuenco,,false
"Conversión en dispositivos mobile, ¿por dónde empezar?",conversion-en-dispositivos-mobile-por-donde-empezar,5faaf2006f511c11f5933cc3,6165cfddc719ca81b2d18a32,Tue Oct 12 2021 18:11:41 GMT+0000 (Coordinated Universal Time),Tue Oct 12 2021 18:12:54 GMT+0000 (Coordinated Universal Time),Wed Oct 27 2021 05:18:57 GMT+0000 (Coordinated Universal Time),Hablamos sobre los principales puntos de trabajo y consejos para mejorar la conversión en dispositivos mobile.,https://chrt.fm/track/D992D/media.transistor.fm/16e2e928/98766af9.mp3,Wed Oct 13 2021 00:00:00 GMT+0000 (Coordinated Universal Time),1,,32,true,https://uploads-ssl.webflow.com/5faaf2006f511cf514933cbd/60b6967ad0dc1363cb7e3ce0_Ricardo-Tayar-BN-1.jpg,"<ul><li><a href=""https://ricardotayar.com/"">ricardotayar.com</a></li><li><a href=""https://twitter.com/rtayar"">@rtayar</a></li><li><a href=""https://www.linkedin.com/in/ricardotayar/"">LinkedIn</a></li></ul>",,ricardo-tayar-lopez,,false
CRO Hits 2021. Fin de fiesta de la primera temporada,cro-hits-2021-fin-de-fiesta-de-la-primera-temporada,5faaf2006f511c11f5933cc3,61cb509e4c4e65f9d46fe9d1,Tue Dec 28 2021 17:59:58 GMT+0000 (Coordinated Universal Time),Tue Dec 28 2021 18:00:43 GMT+0000 (Coordinated Universal Time),Tue Jan 04 2022 19:49:52 GMT+0000 (Coordinated Universal Time),Un repaso por los episodios más escuchados en el año 2021 y una declaración de intenciones para 2022.,https://chrt.fm/track/D992D/media.transistor.fm/584153b8/20c18ff4.mp3,Wed Dec 29 2021 00:00:00 GMT+0000 (Coordinated Universal Time),1,41,41,true,https://uploads-ssl.webflow.com/5faaf2006f511cf514933cbd/60b6967ad0dc1363cb7e3ce0_Ricardo-Tayar-BN-1.jpg,"<ul><li><a href=""https://ricardotayar.com/"">ricardotayar.com</a></li><li><a href=""https://twitter.com/rtayar"">@rtayar</a></li><li><a href=""https://www.linkedin.com/in/ricardotayar/"">LinkedIn</a></li></ul>",,ricardo-tayar-lopez,,false
CRO para dummies,cro-para-dummies,5faaf2006f511c11f5933cc3,609ad26521bd13cfc27e47c4,Tue May 11 2021 18:52:21 GMT+0000 (Coordinated Universal Time),Tue May 11 2021 18:52:21 GMT+0000 (Coordinated Universal Time),Tue May 11 2021 18:52:30 GMT+0000 (Coordinated Universal Time),"En este episodio introducimos que es el CRO, de donde viene y en qué consiste para todos los que no lo tengáis claro.",https://chrt.fm/track/D992D/media.transistor.fm/a04748e8/3836f8ba.mp3,Wed May 12 2021 00:00:00 GMT+0000 (Coordinated Universal Time),1,,15,true,https://uploads-ssl.webflow.com/5faaf2006f511cf514933cbd/6047df6716454acdd3f2729a_Ricardo-Tayar-BN-600.jpg,<ul><li>ricardotayar.com</li><li>flat101.es</li></ul>,,ricardo-tayar-lopez,"<p>CRO para dummies.<br></p><p>Este episodio bonus lo hago como sugerencia de mi compañero de fatigas en este podcast, Luis Miguel Ferrer, que siempre me dice cosas como “muy chulo esto del CRO pero hay un montón de cosas que no acabo de entender”, así que me ha animado a grabar un episodio con este objetivo, el de iniciar a cualquier persona que no tenga ni idea de esto en el mundo del CRO.<br></p><p>Así que vamos con este CRO para Dummies. Coge tu café, té o chupito favorito, y relájate y escucha.<br></p><p>Empecemos por el principio, ¿de donde viene el término y qué significa?<br></p><p>La burbuja del internet de los 2000, la creación de herramientas como Google Website Optimizer en 2007, el auge del data driven &gt; Sobre 2008-2012 empieza a haber libros sobre LPO y posteriormente sobre CRO &gt; Always be testing, de 2008, de Bryan Eisenberg<br></p><p>En que consiste el CRO:<br></p><ol><li>El marco de trabajo, ¿cuales son los objetivos que perseguimos, como ha funcionado todo hasta ahora?</li><li>Analizar datos buscando ineficiencias. Cuantitativos y cualitativos. Más allá del reporting, análisis, ¿por donde empezar? El proceso principal del negocio que estudias, ¿se mide? Compara datos por periodos de tiempo, segmenta por fuentes o tipologías de usuario, etc.</li><li>Plantear hipótesis. Ya sabemos que hay un error, ¿qué lo explica?</li><li>Definir acciones correctoras. Tenemos una hipótesis, definamos acciones que pueden ayudar a que se corrija.</li><li>Testing y experimentación. Test y más test.</li><li>Uso y aprendizaje.&nbsp;<br></li></ol><p>Que debemos conocer: Ir al episodio bonus 1<br></p><p>Debemos entender que hay dos aproximaciones: testing y exprimentación puro y aproximación basada en el conocimiento.<br></p>",true
Cuando debes trabajar la optimización de un proyecto y no sabes por donde comenzar,cuando-debes-trabajar-la-optimizacion-de-un-proyecto-y-no-sabes-por-donde-comenzar,5faaf2006f511c11f5933cc3,6178e137b7f2d0326d95d14b,Wed Oct 27 2021 05:18:47 GMT+0000 (Coordinated Universal Time),Wed Oct 27 2021 05:18:47 GMT+0000 (Coordinated Universal Time),Wed Oct 27 2021 05:18:57 GMT+0000 (Coordinated Universal Time),Te toca trabajar el CRO de un proyecto pero no sabes ni por donde empezar. En este episodio doy algunas pautas que pueden ayudarte.,https://chrt.fm/track/D992D/media.transistor.fm/57b7b371/bd9a0788.mp3,Wed Oct 27 2021 00:00:00 GMT+0000 (Coordinated Universal Time),1,,33,true,https://uploads-ssl.webflow.com/5faaf2006f511cf514933cbd/60b6967ad0dc1363cb7e3ce0_Ricardo-Tayar-BN-1.jpg,"<ul><li><a href=""https://ricardotayar.com/"">ricardotayar.com</a></li><li><a href=""https://twitter.com/rtayar"">@rtayar</a></li><li><a href=""https://www.linkedin.com/in/ricardotayar/"">LinkedIn</a></li></ul>",,ricardo-tayar-lopez,,false
"Dark patterns, como nos engañan para hacer lo que no queremos hacer",dark-patterns-como-nos-enganan-para-hacer-lo-que-no-queremos-hacer,5faaf2006f511c11f5933cc3,626858dc04cbe857006d05c2,Tue Apr 26 2022 20:41:00 GMT+0000 (Coordinated Universal Time),Tue Apr 26 2022 20:41:38 GMT+0000 (Coordinated Universal Time),Wed May 18 2022 08:26:49 GMT+0000 (Coordinated Universal Time),"En este episodio hablamos sobre los «dark patterns», técnicas de diseño engañoso que se emplean generalmente en UX para confundir a los usuarios",https://chrt.fm/track/D992D/media.transistor.fm/3249325d/8c6b9f6a.mp3,Wed Apr 27 2022 00:00:00 GMT+0000 (Coordinated Universal Time),2,,53,true,https://uploads-ssl.webflow.com/5faaf2006f511cf514933cbd/60b6967ad0dc1363cb7e3ce0_Ricardo-Tayar-BN-1.jpg,"<ul><li><a href=""https://ricardotayar.com/"">ricardotayar.com</a></li><li><a href=""https://twitter.com/rtayar"">@rtayar</a></li><li><a href=""https://www.linkedin.com/in/ricardotayar/"">LinkedIn</a></li></ul>",,ricardo-tayar-lopez,,false
Dirigir un e-commerce bajo objetivos de crecimiento y transformación,dirigir-un-e-commerce-bajo-objetivos-de-crecimiento-y-transformacion,5faaf2006f511c11f5933cc3,608850fba3f0b54871fa58d1,Tue Apr 27 2021 17:59:23 GMT+0000 (Coordinated Universal Time),Tue Apr 27 2021 18:04:53 GMT+0000 (Coordinated Universal Time),Tue Apr 27 2021 18:04:53 GMT+0000 (Coordinated Universal Time),"Charlamos con Sora Sans, CEO de Bulevip, sobre cómo dirigir un e-commerce en crecimiento y sus principales palancas operativas",https://chrt.fm/track/D992D/media.transistor.fm/a45d1b67/e41a5e29.mp3,Wed Apr 28 2021 00:00:00 GMT+0000 (Coordinated Universal Time),1,11,11,false,https://uploads-ssl.webflow.com/5faaf2006f511cf514933cbd/6032bd755daf8bd01b242732_sora-sans.jpg,<ul><li>https://www.linkedin.com/in/sorasans/</li><li>https://bulevip.com/es/</li></ul>,,sora-sans,"<p>Estas son algunas de las preguntas y temas que hablamos con Sora en este episodio:</p><ul><li>¿Cuales son las claves para que un e-commerce funcione correctamente, cuales son las piezas fundamentales que lo componen?</li><li>¿Y las mayores vulnerabilidades que tiene un e-commerce?</li><li>La conversión es generalmente una métrica obsesión para un e-commerce, ¿qué palancas son las que tienes claro que hay que tocar?</li><li>CEO son las siglas de Chief Executive Officer, ¿qué hace la CEO de un e-commerce como Bulevip?</li><li>¿En qué medida la conversión depende de la planificación?</li><li>¿Cuales son los indicadores clave que todo e-commerce debería medir y controlar?</li><li>Tú has trabajado en e-commerce de varios sectores, ¿qué similitudes y diferencias has visto en el tratamiento del e-commerce entre distintas empresas?</li><li>Si tuvieras que repartir tu tiempo entre planificación, ejecución, medición, ideación de acciones, ¿cual sería tu reparto ideal de tiempo?</li><li>Ninguno de nosotros estamos específicamente formados para e-commerce. No hay una carrera oficial de e-commerce, ¿qué conocimientos consideras deben ser básicos para cualquier persona que quiera crear o más bien dirigir un e-commerce?</li><li>Si tuvieras que lanzar una serie de aprendizajes, experiencias o consejos a una empresa que quiere crear su e-commerce, ¿qué le dirías?</li><li>¿Se puede innovar en e-commerce, no se ha caido en la repetición de patrones de diseño en los e-commerce?, ¿qué diseños digitales te han sorprendido últimamente en positivo?</li></ul>",true
Diseño de experiencias digitales positivas,diseno-de-experiencias-digitales-positivas,5faaf2006f511c11f5933cc3,6007249cc7cf4bd328353694,Tue Jan 19 2021 18:27:40 GMT+0000 (Coordinated Universal Time),Fri Mar 12 2021 22:51:17 GMT+0000 (Coordinated Universal Time),Fri Mar 12 2021 22:51:17 GMT+0000 (Coordinated Universal Time),"Hablamos con Mauren Kaufmann sobre el diseño de experiencias digitales positivas como un activo de conversión y como el branding impacta, y mucho, en negocio.",https://chtbl.com/track/D992D/media.transistor.fm/2a7c6e9a/2e9b9791.mp3,Wed Jan 20 2021 00:00:00 GMT+0000 (Coordinated Universal Time),1,1,1,false,https://uploads-ssl.webflow.com/5faaf2006f511cf514933cbd/604bf0659d0a8a782fb3cfbe_mauren-kauffman.jpeg,"<ul><li><a href=""https://www.linkedin.com/in/mauren-kaufmann/""><em>https://www.linkedin.com/in/mauren-kaufmann/</em> </a></li><li><a href=""https://maurenkaufmann.com/""><em>https://maurenkaufmann.com/</em> </a></li></ul>",,mauren-kaufmann,"<p>¿Cual es tu background?</p><p>Mi background siempre ha sido en el área de diseño y en el entorno digital. Desde que estaba en el colegio y usábamos Paint, sabía que quería estudiar diseño. Donde estudié mi carrera en Caracas, reforzaban muchísimo las bases teóricas y retóricas del diseño y la estética, tuve muy buena base y desde muy temprano en mi carrera, identifique mi pasión por lo digital, para ese entonces ni conocía la terminología UX (user experience) pero sin si quiera saberlo, lo practicaba tanto offline como eventualmente online. Siempre me ha interesado mucho las relaciones intra-humanas y como como individuos nos relacionamos con los productos y servicios que usamos. </p><p>¿Cómo ha sido tu evolución profesional?</p><p>Mi evolución personal ha sido GRANDE, empecé aceptando un proyecto MUY mal pagado en el 2009 cuando todavía estudiaba, para hacerle la página web a un Catering aquí en Miami (yo vivía en Venezuela para ese entonces) y sin haber tenido experiencia previa en trabajos reales en web, acepté el reto y ahí empecé y lo que no supe hacer, lo aprendí. </p><p>Luego trabajé como outsource en varios Startup para Latam, más que nada haciendo UI/UX de sus Apps y de la mano del CTO (director técnico) y CMO (director marketing) aprendí muchísimo sobre trabajar de manera ágil, en equipo, sobre los entregables al equipo de tecnología, a incorporar las estrategias de Marketing en los diseños, a iterar, etc…</p><p>Y hoy en día diseño marcas nuevas, páginas webs, e-Commerce y hago consulting para clientes en todas partes del mundo. </p><p>¿En qué consiste tu trabajo her hoy día?</p><p>Consiste en crear desde cero ó, mejorar productos digitales ya existentes. Depende de el punto en el que entre a trabajar con la empresa. Para empresas nuevas o que no tienen presencia en la web, empiezo por lo más básico: concepto, marca, branding, canales de venta, estrategia de e-Commerce y finalmente su diseño y ejecución. </p><p>Para marcas ya establecidas y con presencia web, los ayudo en mejorar su página o e-Commerce actual y su ecosistema digital. No se trata solo de la marca y la interfaz gráfica (sí, eso es muy importante), pero también ayudarlos a concebir un sistema integral de plataformas y/o apps que los ayuden a optimizar y centralizar procesos. </p><p>¿Cuales son los proyectos o mejoras en los que has estado trabajando últimamente para tus clientes?</p><p>Entre noviembre y diciembre, en campañas de Black Friday y Festivos para los e-Commerce, que este año por temas confinamiento, las compras online prometían MUCHO. Este 2020 hice un énfasis en todos los touchpoint del funnel, desde el diseño de los emails, los ads, las comunicaciones en redes sociales, y obviamente el mero e-Commerce: que es a donde llegan finamente estos leads, o el cliente recurrente. No basta con hacer las campañas y los creativos, sino era clave para mis clientes, tener una experiencia de usuario consistente y un destino de llegada efectivo, sin fricciones, en donde todos sus potenciales clientes consiguieran e identificaran las promos fácilmente para así poder cerrar la compra, lograr la conversión. </p><p>Cuéntanos cómo has llegado hasta aquí, ¿cuales son los retos a los que deben enfrentarse tus clientes?</p><p>He llegado hasta aquí fluyendo con todas las experiencias tan distintas que he tenido con todos mis clientes, desde los más chiquiticos hasta los más grandes y multinacionales. &nbsp;Eso para mi es lo mejor de ser freelance, independiente, que tienes diversidad de clientes. He aprendido mucho de colegas, de los equipos de cada uno de ellos con quién he trabajado, del equipo de marketing, de programación y hasta de relaciones públicas.</p><p>Independientemente de la paga o la remuneración, yo soy una persona que doy. No establezco relaciones lineales y literales. Para mí no es solamente diseñar un banner un un PDP. Para mí es oír al cliente y entender que quiere, es observar a su consumidor final y su comportamiento, es recomendar ajustes e iteraciones basado en la data y la analítica.</p><p>El reto de mis clientes al final del día es mi reto también, que generalmente es un producto atractivo, real, honesto y que venda. </p><p>La mayor parte de tu trabajo es apoyar a marcas e iniciativas en crear una experiencia digital que les ayude a vender, y eso está muy vinculado con el CRO, nuestro tema principal, ¿cuales son los procesos creativos que más ayudan a las marcas a ser competitivas y vender mejor?</p><p>Los procesos creativos que más ayudan a las marcas es tener bases sólidas, es tener su branding “on-point”, </p><p>En poder comunicar de manera efectiva, visualmente atractiva y directo al grado, de que va la marca, los productos y cuales son los factores diferenciados.</p><p>Hoy en día, en un mundo digital sobre saturado de productos y marcas, las fotos, los gifs y los videos permiten a los usuarios sentirse más cerca del producto o el servicio. Hay que utilizar esos recursos de una manera efectiva. </p><p>¿Es el arte, el diseño, un activo de valor para un e-commerce?</p><p>Lo es y muchísimo. Un e-Commerce que quiera generar confianza y agrado en sus usuarios, necesita tener su imagen en un buen punto (como comenté anteriormente) necesita un buen nivel de estética, y poder dar a conocer su personalidad, y eso se logra con los activos de cada marca. De hecho últimamente hemos hecho un par de e-Commerce donde me he involucrado en la dirección de arte, en el styling de las fotos, hemos hecho sesiones de fotos puntuales para banners y el resultado ha sido estupendo. </p><p>De lo contrario, un marca que no llega a un buen nivel estético puede generar desconfianza entre sus posibles clientes. </p><p>Yo esto revisando mis stories, le doy click a un ad, llego a la página y no se ve PRO, lo más probable es que no compre. Porque seguramente habrá un producto igualito con mejor diseño. </p><p>Cuales son los principales problemas que debes resolver en tus clientes y cómo lo haces</p><p>Los principales problemas es realzar la imagen de sus e-Commerce, mejorar el UI/UX, “reducir la cantidad de clicks para efectuar la compra”, ese es el pain que oigo en casi todos mis clientes últimamente. Y de ahí dependiendo del estado del e-Commerce, orquestro la sinergía entre el diseño, los textos, el contenido y la experiencia de usuario para lograr resolver, sin comprometer nada en el camino. </p><p>Es muy importante tener un balance sano entre todos estos elementos, textos descriptivos pero no muy largos, imágenes llamativas pero que muestren el producto, diseño UI/UX innovador pero que comunique y que no le baje el performance a la página. </p><p>Es como encontrar el punto de sal perfecto en la tortilla de patatas, que la de mi abuela (por cierto Madrileña) era la mejor! </p><p>Cuales son los retos que tienes ahora mismo para 2021</p><p>La verdad que ninguno, más bien el 2021 promete. En 2020 estuve reforzando las bases de mi práctica y mi posicionamiento como creativa y consultora freelance en este país y el 2021 vamos con todo. Me quedo así como estoy, no quiero ser agencia, quiero mantenerme en este nivel de operatividad con mi equipo pequeño de 4, todas mujeres latinas. Gracias a Andrea Romano tu colega, que me motivó para empezar a delegar y poder crecer un poquito más. </p><p>La digitalización de los negocios es hoy día una necesidad, no una opción, pero en muchas ocasiones apenas hay diferenciación entre propuestas, ¿en qué debe fijarse una marca para diferenciarse y cómo debe hacerlo?</p><p>Debe fijarse en su interior, tal cual como nosotros los humanos buscamos dentro ese factor diferenciador entre nosotros. Una vez encontrado, es saber expresarlo y proyectarlo. No hay nada como honestidad en las marcas. El reto está en saber llevar ese hallazgo a una propuesta gráfica, a una experiencia digital. </p><p>También es buena idea ver que está haciendo bien la competencia, evolucionarlo y contrastarlo. </p><p>¿Cómo es tu relación con los datos?, ¿son algo que tienes en cuenta como un elemento para demostrar la idonedidad del diseño?</p><p>No te voy a mentir, no soy analista de datos como tal pero es una información que estoy constantemente validando y corroborando, para mi es un reality check constante, los datos son los que nos hacen pisar tierra a nosotros los diseñadores, los que nos hacen ser un poco más objetivos.</p><p>¿Cuál es la técnica o recurso que consideras más útil para que una marca pueda convertir y vender bien en un escenario digital?</p><p>No podría decirte una como tal, es el balance de todos los puntos que hemos hablado hoy, es el juego armónico de los elementos, siempre SIN olvidarnos de que tenemos que comunicar claramente, es no perder el discurso, es tener forma y contenido. </p><p>Es siempre evolucionar, diseñar, lanzar, probar, iterar y optimizar, los e-Commerce son entidades vivas.</p><p>Recursos puntuales: CTA claros, botones fáciles de ver, llamativos, llevar de la mano al usuario en la navegación, no asumir nada de él, más bien ayudarlo. </p><p>¿Qué aprendizaje tienes (vinculado o no al CRO) qué crees que otros no que te gustaría compartir con nuestra audiencia?</p><p>Mi aprendizaje más grande es que hay que diseñar y crear productos digitales escalables. No podemos responder solo a las tendencias. Hay que pensar también en futuro de la marca, del e-Commerce. Hay que asegurarse de que lo que estemos creando hoy, va a poder servir para mañana en un mundo que está constantemente cambiando. </p><p>¿Sobre qué cosas te gustaría trabajar en los próximos 12 meses?</p><p>Análisis más profundo de la data. Experiencias híbridas offline y online, que con Covid hemos visto la necesidad de. Diseño de productos más inclusivos y éticos. </p><p>¿Libros o recursos sobre CRO o cualquier otro tema que te gustaría compartir con nosotros?</p><p>Para mí tanto Lean Startup como Lean UX son básicos. </p><p>Como persona de Venezuela que vive y trabaja en USA como freelance, ¿qué aprendizajes puedes darnos para las personas de habla hispana que nos están escuchando?</p><p>Tenemos mucho valor y mucho que aportar. Venimos de un entorno con una cultura muy rica, de dificultades, con mucha adversidad y diversidad, con mucha “calle”. Tenemos que meter toda esa “roncha” y esa picardía en nuestra línea trabajo, apalancarnos en ella y crecer de ahí.</p>",false
El arte y la marca como activos de los negocios digitales,el-arte-y-la-marca-como-activos-de-los-negocios-digitales,5faaf2006f511c11f5933cc3,602cbfec95daaa418c75bf5f,Wed Feb 17 2021 07:04:12 GMT+0000 (Coordinated Universal Time),Fri Mar 12 2021 22:51:07 GMT+0000 (Coordinated Universal Time),Fri Mar 12 2021 22:51:07 GMT+0000 (Coordinated Universal Time),"En este episodio conversamos con Cecilia Rodríguez sobre construcción de marcas, arte, narrativas y comunicación y la importancia de todo ello para un negocio.",https://chtbl.com/track/D992D/media.transistor.fm/a8928a84/279fe25d.mp3,Wed Feb 17 2021 00:00:00 GMT+0000 (Coordinated Universal Time),1,0,3,false,https://uploads-ssl.webflow.com/5faaf2006f511cf514933cbd/604bf05b0ed19943cf952086_cecilia-rodriguez.jpeg,<ul><li>https://www.linkedin.com/in/ceciliarod/</li><li>https://www.proyectario.com/</li></ul>,,cecilia-rodriguez,"<p>Cecilia Rodríguez es directora de arte y coach ontológica, y en este episodio hablamos y reflexionamos sobre la importancia del arte y la construcción de marcas de cara a la comunicación y su importancia en todos los aspectos de una marca, incluida su capacidad comercial o de transacción.</p><p>Entre los temas que abordamos en esta conversación están las respuestas a preguntas como:</p><ul><li>¿Qué hace una directora de arte y cómo ese conocimiento se aprovecha hoy día en un espacio digital?</li><li>Crear una marca es en sí mismo un activo de negocio, ¿cómo se crea una marca, y como se traslada esa identidad a un escenario digital?</li><li>La capa visual, lo que una marca transmite, es crítico para que venda, para que fidelice, ¿cómo se trabaja ese proceso, qué impacto tiene la marca en negocio?</li><li>¿Qué marcas te han sorprendido últimamente (les comprarías todo lo que anuncien) y por qué?</li><li>Al trabajar para múltiples clientes en la creación de sus marcas o contenidos, ¿cuales has visto que son los errores comunes?, ¿y los aciertos?</li><li>¿Se aprecia el valor del diseño ahí fuera, en el mundo freelance?</li><li>¿Cómo una empresa o iniciativa puede conocer el valor de su marca?</li></ul><p>Además Cecilia comparte con nosotros algunos aspectos de su aventura emprendedora como freelance y los diferentes retos que ha tenido que ir superando hasta crear su propia marca, Proyectario.</p>",false
"El diseño, motor de cambio",el-diseno-motor-de-cambio,5faaf2006f511c11f5933cc3,6091c07e0e13556c835d5eb1,Tue May 04 2021 21:45:34 GMT+0000 (Coordinated Universal Time),Tue May 04 2021 21:47:52 GMT+0000 (Coordinated Universal Time),Tue May 04 2021 21:47:52 GMT+0000 (Coordinated Universal Time),Charlamos con Javier Cañada sobre la importancia del diseño para construir productos y servicios digitales bellos y que conviertan.,https://chrt.fm/track/D992D/media.transistor.fm/4bc83f7b/eab3fa53.mp3,Wed May 05 2021 00:00:00 GMT+0000 (Coordinated Universal Time),1,12,12,false,https://uploads-ssl.webflow.com/5faaf2006f511cf514933cbd/6091c0133c387168adc6100a_javier-canada.jpg,<ul><li>https://mobile.twitter.com/javiercanada</li><li>https://www.tramontana.net/</li></ul>,,javier-canada,"<p>Con Javier hemos tratado todos estos temas y alguno más:</p><ul><li>Me gustaría empezar por una pregunta un tanto básica, pero las bases son muy importantes en cualquier disciplina, ¿qué es el diseño?, ¿y qué es el diseño digital?</li><li>En la web de tramontana.net hay una frase que esconde una reflexión muy profunda “No formamos a los profesionales que demanda el mercado, sino a los que lo van a mejorar.”, ¿el diseño se ha convertido en un commodity, se ha desnaturalizado, se ha convertido en un servicio serializado carente de valor?</li><li>Este es un podcast sobre CRO y CXO y el diseño es una herramienta fundamental para conseguir que algo sea atractivo, útil, vendible, deseado, ¿en qué medida influye el diseño en la consecución de objetivos comerciales?</li><li>En mi opinión el diseño en sí entendido como el proceso que conduce a satisfacer necesidades de nuevas formas o a crearlas y a satisfacerlas es un motor de cambio, de innovación, ¿qué necesita una persona para ver más allá de pantallas cuando hablamos de diseño digital?</li><li>Pensemos en las empresas, que generalmente quieren que el diseño sea un diferencial que empuje sus ventas y sus negocios, ¿por dónde deberían empezar para poder crear una propuesta de valor sólida basada en su diseño?</li><li>¿El diseño es algo que todas las empresas deberían emplear, en qué medida?</li><li>Y ahora pensemos en los profesionales, ¿el profesional del diseño es un niño egoista lleno de ego que considera que todo debe hacerse bajo su prisma?, ¿por qué exista esa visión (fundada o no) sobre muchos profesionales del área?</li><li>¿Qué debe tener y no tener un buen profesional del diseño?</li><li>¿El diseño se ha vulgarizado como disciplina o es solo una percepción mia?</li><li>Si tuvieras que lanzar una serie de aprendizajes, experiencias o consejos a una empresa que quiere que su diseño sea útil para sus propósitos comerciales, ¿qué le dirías?</li><li>El buen diseño satisface tan bien nuestras necesidades que es invisible. Esto lo afirmó Donald Norman. Evidentemente parece que el mal diseño es sencillo de reconocer, ¿cómo reconocer un buen diseño aparte de la invisibilidad del mismo o más allá de las afirmaciones de Dieter Rams, Maeda, etc?</li><li>¿Qué diseños digitales te han sorprendido últimamente en positivo?</li></ul><p>Espero que disfrutéis esta charla tanto como yo</p>",true
