Title,Description,Date,Duration,Audio URL,YouTube URL
"CRO in a post-cookie world, with Lisanne Maatman & Dumky de Wilde (DEPT)","
        <p>Guest 1: Lisanne Maatman URL: https://www.cro.cafe/guest/lisanne-maatman | Guest 2: Dumky de Wilde URL: https://www.cro.cafe/guest/dumky-de-wilde </p>
      ","Mon, 28 Sep 2020 08:00:00 +0200","2826","https://media.transistor.fm/e1104a2c/282c47ec.mp3",""
"The 6 soft skills that CROs need to master, with Elise Maile","
        <p>Guest: Elise Maile URL: https://www.cro.cafe/guest/elise-maile </p>
      ","Mon, 21 Sep 2020 00:00:00 +0200","3032","https://media.transistor.fm/8cafb1dd/88328bc0.mp3",""
"Why your experimentation programme needs a risk profile, with Stephen Pavlovich (Conversion.com)","
        <p>Guest: Stephen Pavlovich URL: https://www.cro.cafe/guest/stephen-pavlovich </p>
      ","Mon, 14 Sep 2020 00:00:00 +0200","2523","https://media.transistor.fm/58e3303f/b30e3ab7.mp3",""
"Server-side experimentation, with Tom van den Berg & Ruben de Boer (Online Dialogue)","
        <p>Guest 1: Tom van den Berg URL: https://www.cro.cafe/guest/tom-van-den-berg | Guest 2: Ruben de Boer URL: https://www.cro.cafe/guest/ruben-de-boer </p>
      ","Mon, 07 Sep 2020 00:00:00 +0200","3010","https://media.transistor.fm/1542b3e8/d687cb27.mp3",""
"Copywriting for Conversions, with Joel Klettke","
        <p>Guest: Joel Klettke URL: https://www.cro.cafe/guest/joel-klettke </p>
      ","Mon, 31 Aug 2020 00:00:00 +0200","2987","https://media.transistor.fm/6ef2a8ac/7845cae0.mp3",""
"Make creativity a priority in your CRO process, with AJ Davis","
        <p>Guest: AJ Davis URL: https://www.cro.cafe/guest/aj-davis</p>
      ","Mon, 17 Aug 2020 00:00:00 +0200","2216","https://media.transistor.fm/1721051f/26a56bb7.mp3",""
"Why empathy is probably the most important skill for any CRO pro, with Amrdeep Athwal","
        <p>Guest: Amrdeep Athwal URL: https://www.cro.cafe/guest/amrdeep-athwal </p>
      ","Mon, 03 Aug 2020 00:00:00 +0200","2671","https://media.transistor.fm/7b77c9b9/0d11143e.mp3",""
"Why statistical knowledge is still crucial when running experiments, with Georgi Georgiev","
        <p>Guest: Georgi Georgiev URL: https://www.cro.cafe/guest/georgi-zdravkov-georgiev </p>
      ","Mon, 27 Jul 2020 00:00:00 +0200","2632","https://media.transistor.fm/0fc447bf/608d8503.mp3",""
"Datascience can do what? with Emily Robinson (Warby Parker) & Lukas Vermeer (Booking.com)","
        <p>Guest 1: Emily Robinson URL: https://www.cro.cafe/guest/emily-robinson | Guest 2: Lukas Vermeer URL: https://www.cro.cafe/guest/lukas-vermeer </p>
      ","Fri, 24 Jul 2020 08:12:07 +0200","1820","https://media.transistor.fm/a96cfa38/05b9bf1f.mp3",""
"Things that are always broken in Analytics, with Arnout Hellemans & Charles Meaden","
        <p>Guest 1: Charles Meaden URL: https://www.cro.cafe/guest/charles-meaden | Guest 2: Arnout Hellemans URL: https://www.cro.cafe/guest/arnout-hellemans </p>
      ","Wed, 22 Jul 2020 00:00:00 +0200","1815","https://media.transistor.fm/0c43f3d1/5e35cdab.mp3",""
"Contentsquare Virtual Breakfast Panel, with Fabian Kersten, Bas van Dijk & Lucas Vos","
        <p>Guest 1: Fabian Kersten URL: https://www.cro.cafe/guest/fabian-kersten | Guest 2: Lucas Vos URL: https://www.cro.cafe/guest/lucas-vos | Guest 3: Bas van Dijk URL: https://www.cro.cafe/guest/bas-van-dijk </p>
      ","Tue, 21 Jul 2020 17:00:00 +0200","1018","https://media.transistor.fm/48a3ebea/9e5a29a6.mp3",""
"Building and scaling your (CRO) agency, with Steven Pavlovich and Daniël Markus","
        <p>Guest 1: Stephen Pavlovich URL: https://www.cro.cafe/guest/stephen-pavlovich | Guest 2: Daniël Markus URL: https://www.cro.cafe/guest/daniel-markus </p>
      ","Tue, 21 Jul 2020 00:00:00 +0200","1343","https://media.transistor.fm/d415454d/b2f1ea84.mp3",""
"How you can motivate your organization to adopt CRO, with Ruben de Boer (Online Dialogue)","
        <p>Guest: Ruben de Boer URL: https://www.cro.cafe/guest/ruben-de-boer </p>
      ","Mon, 20 Jul 2020 00:00:00 +0200","2411","https://media.transistor.fm/c780d8e1/8a2f930a.mp3",""
"The Art and Science of Converting Visitors into Customers, with Khalid Saleh (Invesp)","
        <p>Guest: Khalid Saleh URL: https://www.cro.cafe/guest/khalid-saleh </p>
      ","Mon, 06 Jul 2020 00:00:00 +0200","2732","https://media.transistor.fm/36a54bd8/8914845d.mp3",""
"Find CRO gold using an SEO crawler, with Luke Carthy","
        <p>Guest: Luke Carthy URL: https://www.cro.cafe/guest/luke-carthy </p>
      ","Mon, 22 Jun 2020 00:00:00 +0200","1789","https://media.transistor.fm/812c8537/5f352d20.mp3",""
"Holacracy: decentralized management and organizational governance, with Morgan Legge (Convert.com)","
        <p>Guest: Morgan Legge URL: https://www.cro.cafe/guest/morgan-legge </p>
      ","Tue, 02 Jun 2020 08:00:00 +0200","4067","https://media.transistor.fm/225e19f3/25a3ca3f.mp3",""
"Centralized versus Decentralized CRO, with Andrea Corvi (iTech Media)","
        <p>Guest: Andrea Corvi URL: https://www.cro.cafe/guest/andrea-corvi </p>
      ","Mon, 25 May 2020 08:00:00 +0200","1766","https://media.transistor.fm/5a72bfe0/165faa05.mp3",""
"6 steps to get your experimentational culture running, Marianne Stjernvall (TUI)","
        <p>Guest: Marianne Stjernvall URL: https://www.cro.cafe/guest/marianne-stjernvall </p>
      ","Mon, 11 May 2020 00:00:00 +0200","3163","https://media.transistor.fm/0bde0d71/5d9070eb.mp3",""
"Let's help the world: The Covid19 Conversion Rate Aid Package, with Raoul Warren Doraiswamy","
        <p>Guest: Raoul Doraiswamy URL: https://www.cro.cafe/guest/raoul-doraiswamy </p>
      ","Mon, 04 May 2020 00:00:00 +0200","1729","https://media.transistor.fm/41957003/2a0248b4.mp3",""
"Automation of tedious CRO work, with Matt Beischel","
        <p>Guest: Matt Beischel URL: https://www.cro.cafe/guest/matt-beischel </p>
      ","Mon, 27 Apr 2020 00:00:00 +0200","3477","https://media.transistor.fm/5bf0fc51/2a20e8b6.mp3",""
"Why CROs should think as a Venture Capitalist, with Sean Sheppard (GrowthX)","
        <p>Guest: Sean Sheppard URL: https://www.cro.cafe/guest/sean-sheppard </p>
      ","Mon, 20 Apr 2020 00:00:00 +0200","2244","https://media.transistor.fm/113f03cb/8ee604b2.mp3",""
"Optimizing for reach and performance, with Marta Florentyna Saratowicz (Pandora)","
        <p>Guest: Marta Florentyna Saratowicz URL: https://www.cro.cafe/guest/marta-florentyna-saratowicz </p>
      ","Tue, 03 Mar 2020 16:00:00 +0100","2905","https://media.transistor.fm/f0df2638/840fdeea.mp3",""
"State of analytics, experimentation, and personalization with browsers’ privacy initiatives, with Simo Ahava, Ton Wesseling & Steen Rasmussen","
        <p>Guest 1: Simo Ahava URL: https://www.cro.cafe/guest/simo-ahava | Guest 2: Steen Rasmussen URL: https://www.cro.cafe/guest/steen-rasmussen | Guest 3: Ton Wesseling URL: https://www.cro.cafe/guest/ton-wesseling </p>
      ","Wed, 19 Feb 2020 16:30:00 +0100","2123","https://media.transistor.fm/4bd8f368/f4fccb37.mp3",""
"The vitality of the data revolution, with Joaqim Bretcha (ESOMAR)","
        <p>We learn about promoting the value of market, opinion and social research from Esomars president Joaqim Bretcha live at MIE20. Guest: Joaquim Bretcha URL: https://www.cro.cafe/guest/joaquim-bretcha </p>
      ","Tue, 18 Feb 2020 11:00:00 +0100","1390","https://media.transistor.fm/fac4028c/b4b051aa.mp3",""
"How GVC Gaming reshaped marketing budgets for all brands after implementing optimization techniques, with Chris Lee and John Dawson","
        <p>We learn how one of the largest gaming brand has implemented robust marketing measurement &amp; optimization techniques that completely changed marketing budgets Guest: John Dawson URL: https://www.cro.cafe/guest/john-dawson </p>
      ","Sat, 15 Feb 2020 11:00:00 +0100","1484","https://media.transistor.fm/5a013d7a/6eb00151.mp3",""
"Implementing behavioral sciences in agile teams, with André Morys (konversionsKRAFT)","
        <p>Unfortunately something went wrong with the audio of the host (Guido) mid-interview. Luckily we had a backup but this is the cause of a bit lower quality starting at around 27 min (only for the host track).</p><p>Guest: Andre Morys URL: https://www.cro.cafe/guest/andre-morys </p>
      ","Tue, 28 Jan 2020 00:00:00 +0100","2700","https://media.transistor.fm/3c9d339a/687fe226.mp3",""
"AI & Personalization, with Guy Yalif & Niels Reimer","
        <p>Guest 1: Guy Yalif URL: https://www.cro.cafe/guest/guy-yalif | Guest 2: Niels Reijmer URL: https://www.cro.cafe/guest/niels-reijmer </p>
      ","Fri, 24 Jan 2020 15:00:00 +0100","1817","https://media.transistor.fm/c3b41dd5/5841af97.mp3",""
"CH2019: Privacy, Analytics and CRO, with Aurélie Pols & Rick Dronkers","
        <p>Guest 1: Aurélie Pols URL: https://www.cro.cafe/guest/aurelie-pols<br>Guest 2: Rick Dronkers URL: https://www.cro.cafe/guest/rick-dronkers</p>
      ","Fri, 10 Jan 2020 04:00:00 +0100","1653","https://media.transistor.fm/25385e4e/0b68606a.mp3",""
"Acting on your analytics data in an increasingly cookieless world, with WeiWi lie-Schröder (Google)","
        <p><strong>Acting on your analytics data in an increasingly cookieless world - </strong>Recent regulatory and browser changes are making it increasingly challenging to collect, connect &amp; analyse cookie-based data. The future is unsure. Discover how data can still be activated within the scope of recent changes, and how some of our largest clients have approached this challenge. The recent launch of the App + Web Properties Beta in Google Analytics marks the beginning of a whole new way to unify app and website data. This talk will take you through the new cross-platform possibilities.</p><p>Het <strong>Digital Analytics Congres</strong> 2019 vond plaats op 8 oktober 2019 in de Jaarbeurs in Utrecht en wij deden live verslag vanaf de conferentie. Meer over het congres kun je vinden op <a href=""https://www.digitalanalyticscongres.nl/"">https://www.digitalanalyticscongres.nl/</a>.DAC19 werd georganiseerd door het Expertise Center voor Marketing Insights, Onderzoek en Analytics beter bekend als <strong>MOA</strong>. Meer daarover kun je terugvinden op <a href=""https://www.moaweb.nl/"">https://www.moaweb.nl/</a>. Guest: Weiwei Liu-Schröder URL: https://www.cro.cafe/guest/weiwei-liu-schroder </p>
      ","Mon, 04 Nov 2019 16:40:00 +0100","1172","https://media.transistor.fm/c63f51e9/1ba104c6.mp3",""
"Analytics is a product – treat it as such, with Prolet Miteva & Matthew Niederberger","
        <p>Prolet's session at #DAC19: <strong>Analytics is a product – treat it as such - </strong>With analytics finally taking center stage, you are thinking “But what is next?” The truth is you are already further on the path than you might imagine. Every analytics project, be it instrumentation, analysis, or advanced modeling you embark on is already on its way to being a product. The only part missing is you treating it as such. Move from data projects to data products and take the next step in moving your company and yourself forward.</p><p>Het <strong>Digital Analytics Congres</strong> 2019 vond plaats op 8 oktober 2019 in de Jaarbeurs in Utrecht en wij deden live verslag vanaf de conferentie. Meer over het congres kun je vinden op <a href=""https://www.digitalanalyticscongres.nl/"">https://www.digitalanalyticscongres.nl/</a>.DAC19 werd georganiseerd door het Expertise Center voor Marketing Insights, Onderzoek en Analytics beter bekend als <strong>MOA</strong>. Meer daarover kun je terugvinden op <a href=""https://www.moaweb.nl/"">https://www.moaweb.nl/</a>.</p><p>Guest 1: Prolet Miteva URL: https://www.cro.cafe/guest/prolet-miteva | Guest 2: matthew-niederberger URL: https://www.cro.cafe/guest/matthew-niederberger </p>
      ","Mon, 04 Nov 2019 16:30:00 +0100","2446","https://media.transistor.fm/de14e0ec/bdf5d87f.mp3",""
"Digital analytics trends: a changing industry and what's next, with Krista Seiden","
        <p>Krista's session at #DAC19:<strong>Digital analytics trends: a changing industry and what's next - </strong>The digital analytics industry has seen a lot of changes in recent years, both in terms of new products and ways of doing analysis, and how analysts want to use such tools and access data. In this talk, Krista will touch on the shifting trends she's seen and dig into new tools such as Google's App+Web tracking for a glimpse at what the future may look like.<br> </p><p>Het <strong>Digital Analytics Congres</strong> 2019 vond plaats op 8 oktober 2019 in de Jaarbeurs in Utrecht en wij deden live verslag vanaf de conferentie. Meer over het congres kun je vinden op <a href=""https://www.digitalanalyticscongres.nl/"">https://www.digitalanalyticscongres.nl/</a>.DAC19 werd georganiseerd door het Expertise Center voor Marketing Insights, Onderzoek en Analytics beter bekend als <strong>MOA</strong>. Meer daarover kun je terugvinden op <a href=""https://www.moaweb.nl/"">https://www.moaweb.nl/</a>. Guest: Krista Seiden URL: https://www.cro.cafe/guest/krista-seiden </p>
      ","Mon, 04 Nov 2019 16:15:00 +0100","1737","https://media.transistor.fm/130e1e3f/9c4f8a48.mp3",""
"Why focussing on a culture of experimentation is a waste of time, with Manuel DaCosta (Effective Experiments)","
        <p>Guest: Manuel Da Costa URL: https://www.cro.cafe/guest/manuel-da-costa </p>
      ","Sun, 20 Oct 2019 15:00:00 +0200","1767","https://media.transistor.fm/65c88289/d9718325.mp3",""
"Welcome new CRO.CAFE listener!","
        <p>Teaser episode with info for new listeners!</p>
      ","Thu, 08 Nov 2018 16:09:00 +0100","152","https://media.transistor.fm/67cb8eb4/f18c29bc.mp3",""
